Date,Open,High,Low,Close,Volume,MarketCap
"Aug 13, 2021",3049,3324.67,3037.68,3322.21,23868866254,389010223400
"Aug 12, 2021",3164.18,3236.31,2984.17,3043.41,25403699845,356323695446
"Aug 11, 2021",3142.83,3269.21,3122.92,3164.25,26729035052,370427827541
"Aug 10, 2021",3163.05,3228.94,3059.23,3141.69,27605221710,367745684864
"Aug 09, 2021",3012.89,3185.7,2900.93,3167.86,31983260936,370765447257
"Aug 08, 2021",3161.23,3184.6,2951.75,3013.73,28433638008,352685939542
"Aug 07, 2021",2891.71,3170.23,2868.54,3157.24,33081467129,369437242138
"Aug 06, 2021",2827.5,2944.9,2727.79,2890.94,26528577879,338237757600
"Aug 05, 2021",2725.67,2840.43,2540.68,2827.33,31057928075,330757177808
"Aug 04, 2021",2508.54,2764.44,2463.47,2724.62,25038698173,318705809705
"Aug 03, 2021",2609.41,2630.31,2449.35,2502.35,22696753413,292673137937
"Aug 02, 2021",2557.77,2665.73,2511.38,2610.15,22162754104,305247273085
"Aug 01, 2021",2530.46,2695.43,2520.93,2561.85,22697987055,299564961374
"Jul 31, 2021",2461.58,2551.16,2423.82,2536.21,18001710283,296532997873
"Jul 30, 2021",2382.55,2469.7,2322.34,2466.96,20212848934,288404129264
"Jul 29, 2021",2299.01,2396.45,2273.4,2380.96,16313373113,278318371381
"Jul 28, 2021",2302.08,2341.78,2250.91,2296.55,18991302378,268421055914
"Jul 27, 2021",2230.2,2316.95,2154.73,2298.33,23067480378,268599779831
"Jul 26, 2021",2191.31,2428.82,2177.33,2233.37,29614324233,260978030148
"Jul 25, 2021",2187.15,2194.44,2108.83,2191.37,14566483636,256042010286
"Jul 24, 2021",2123.96,2197.65,2107.32,2189.22,16057446601,255761140995
"Jul 23, 2021",2025.11,2129.44,2000.44,2124.78,16200392492,248204064165
"Jul 22, 2021",1994.82,2044.12,1954.3,2025.2,17495480331,236545322693
"Jul 21, 2021",1786.28,2025.68,1759.02,1990.97,21253359756,232520574470
"Jul 20, 2021",1819.08,1837,1722.05,1787.51,17368597636,208735078074
"Jul 19, 2021",1893.05,1916.12,1807.91,1817.3,14157735481,212189036787
"Jul 18, 2021",1900.19,1988.34,1883.01,1895.55,13791868728,221300983041
"Jul 17, 2021",1876.88,1917.6,1855.59,1898.83,13364282076,221657905577
"Jul 16, 2021",1916.6,1959.7,1853.59,1880.38,14884569147,219480196483
"Jul 15, 2021",1994.71,2037.74,1883.27,1911.18,15688092552,223049018143
"Jul 14, 2021",1941.17,2015.11,1869.22,1994.33,17342819679,232727182406
"Jul 13, 2021",2034.1,2040.69,1922.58,1940.08,16621628658,226371110382
"Jul 12, 2021",2140.51,2167.71,2011.02,2036.72,17768129077,237619933340
"Jul 11, 2021",2110.88,2172.65,2083.8,2139.66,14705386138,249601597225
"Jul 10, 2021",2147,2190.12,2081.92,2111.4,17581542471,246276605890
"Jul 09, 2021",2115.57,2185.38,2051.07,2146.69,23029574602,250363856991
"Jul 08, 2021",2317.95,2324.01,2089.41,2120.03,23188123689,247225603542
"Jul 07, 2021",2323.21,2403.77,2298.03,2315.16,22398345285,269950094549
"Jul 06, 2021",2197.92,2346.29,2197.92,2324.68,20891861314,271028619181
"Jul 05, 2021",2321.92,2321.92,2163.04,2198.58,20103794829,256297846064
"Jul 04, 2021",2226.55,2384.29,2190.84,2321.72,18787107473,270621669241
"Jul 03, 2021",2150.84,2237.57,2117.59,2226.11,17433361641,259447545608
"Jul 02, 2021",2109.89,2155.6,2021.82,2150.04,31796212554,250552745326
"Jul 01, 2021",2274.4,2274.4,2081.08,2113.61,29061701793,246278235669
"Jun 30, 2021",2164.22,2282.99,2090.76,2274.55,25828056268,265001225921
"Jun 29, 2021",2083.45,2242.24,2076.24,2160.77,24815124419,251715870101
"Jun 28, 2021",1981.39,2139.81,1963.62,2079.66,25514602841,242239400958
"Jun 27, 2021",1831,1979.96,1811.25,1978.89,19885474742,230473556118
"Jun 26, 2021",1810.88,1850.18,1719.56,1829.24,20637542361,213021180909
"Jun 25, 2021",1989.22,2017.76,1794.4,1813.22,22774334998,211131091602
"Jun 24, 2021",1968.96,2032.34,1887.43,1988.46,20272845769,231509317649
"Jun 23, 2021",1878.63,2043.53,1827.57,1989.74,28408659206,231625292667
"Jun 22, 2021",1886.67,1993.16,1707.6,1874.95,35547251725,218244605870
"Jun 21, 2021",2245.32,2259.46,1867.19,1888.45,33745173825,219790202020
"Jun 20, 2021",2171.34,2275.38,2049.96,2246.36,22535930423,261416943134
"Jun 19, 2021",2235.16,2278.41,2168.88,2178.5,18765854896,253490067194
"Jun 18, 2021",2374.59,2377.2,2147.31,2231.73,22752818388,259654503060
"Jun 17, 2021",2367.31,2457.18,2312.3,2372,21871633186,275942664677
"Jun 16, 2021",2544.86,2554.63,2354.35,2367.66,24101926180,275405856979
"Jun 15, 2021",2587.76,2639.23,2515.15,2610.94,29005279219,303650794388
"Jun 14, 2021",2508.77,2606.43,2469.39,2537.89,26964576331,295112636978
"Jun 13, 2021",2372.69,2547.37,2312.64,2508.39,27092945370,291673894435
"Jun 12, 2021",2354.75,2447.23,2265.76,2372.48,25724364410,275838937027
"Jun 11, 2021",2472.86,2495.41,2326.87,2353.77,24832564195,273631367135
"Jun 10, 2021",2611.14,2619.96,2435.4,2471.52,28753626390,287286991033
"Jun 09, 2021",2510.2,2625.07,2412.2,2608.27,36075832186,303147462062
"Jun 08, 2021",2594.6,2620.85,2315.55,2517.44,41909736778,292557075207
"Jun 07, 2021",2713.05,2845.19,2584,2590.26,30600111277,300985400826
"Jun 06, 2021",2629.75,2743.44,2616.16,2715.09,25311639414,315453931558
"Jun 05, 2021",2691.62,2817.48,2558.23,2630.58,30496672724,305598725249
"Jun 04, 2021",2857.17,2857.17,2562.64,2688.19,34173841611,312256566095
"Jun 03, 2021",2708.38,2891.25,2667.68,2855.13,30038207402,331608133101
"Jun 02, 2021",2634.46,2801.39,2555.4,2706.12,27723267359,314266256163
"Jun 01, 2021",2707.56,2739.74,2531.16,2633.52,27363223090,305798597367
"May 31, 2021",2387.2,2715.86,2279.51,2714.95,31007383150,315217277483
"May 30, 2021",2278.29,2472.19,2188.83,2390.31,25876619428,277492990927
"May 29, 2021",2414.07,2566.94,2208.49,2279.51,33773720220,264600384052
"May 28, 2021",2742.47,2761.36,2336.36,2419.91,39999114805,280864129343
"May 27, 2021",2888.75,2888.75,2642.61,2736.49,33373635283,317571010585
"May 26, 2021",2707.05,2911.74,2652.09,2888.7,42499766020,335196485646
"May 25, 2021",2649.03,2750.53,2394.36,2706.63,49558333256,314033309034
"May 24, 2021",2099.94,2672.6,2090.64,2643.59,53697121740,306684156290
"May 23, 2021",2298.37,2384.41,1737.47,2109.58,56005721977,244704904961
"May 22, 2021",2436.01,2483.98,2168.12,2295.71,42089937660,266263966984
"May 21, 2021",2772.34,2938.21,2113.35,2430.62,53774070802,281879243639
"May 20, 2021",2439.64,2993.15,2170.23,2784.29,67610826680,322857390499
"May 19, 2021",3382.66,3437.94,1952.46,2460.68,84482912776,285298709245
"May 18, 2021",3276.87,3562.47,3246.4,3380.07,40416525218,391850295263
"May 17, 2021",3581.34,3587.77,3129.01,3282.4,54061732774,380482843865
"May 16, 2021",3641.83,3878.9,3350.95,3587.51,47359478734,415801534962
"May 15, 2021",4075.95,4129.19,3638.12,3638.12,42422321751,421619090683
"May 14, 2021",3720.12,4171.02,3703.4,4079.06,48174271215,472663570788
"May 13, 2021",3828.92,4032.56,3549.41,3715.15,78398214539,430445282301
"May 12, 2021",4174.64,4362.35,3785.85,3785.85,69023382175,438585075674
"May 11, 2021",3948.27,4178.21,3783.89,4168.7,52679737865,482881900491
"May 10, 2021",3924.41,4197.47,3684.45,3952.29,62691789007,457761219807
"May 09, 2021",3911.46,3981.26,3743.99,3928.84,50568290278,454991994900
"May 08, 2021",3481.99,3950.16,3453.77,3902.65,50208491286,451905650094
"May 07, 2021",3490.11,3573.29,3370.26,3484.73,39607240515,403465702897
"May 06, 2021",3524.93,3598.9,3386.24,3490.88,44300394788,404131394792
"May 05, 2021",3240.55,3541.46,3213.1,3522.78,48334198383,407777080466
"May 04, 2021",3431.13,3523.59,3180.74,3253.63,62402045158,376577399574
"May 03, 2021",2951.18,3450.04,2951.18,3431.09,49174290212,397069786479
"May 02, 2021",2945.56,2984.89,2860.53,2952.06,28032013047,341593133886
"May 01, 2021",2772.84,2951.44,2755.91,2945.89,28726205272,340840444354
"Apr 30, 2021",2757.73,2796.05,2728.17,2773.21,29777179889,320822874721
"Apr 29, 2021",2748.65,2797.97,2672.11,2756.88,32578127990,318896956051
"Apr 28, 2021",2664.69,2757.48,2564.08,2746.38,34269031076,317645696234
"Apr 27, 2021",2534.03,2676.39,2485.38,2662.87,32275969215,307950352777
"Apr 26, 2021",2319.48,2536.34,2308.32,2534.48,35208325408,293069092286
"Apr 25, 2021",2214.41,2354.09,2172.52,2316.06,31814355546,267780847561
"Apr 24, 2021",2367.2,2367.74,2163.69,2211.63,31854226936,255676477656
"Apr 23, 2021",2401.26,2439.54,2117.04,2363.59,55413933925,273212191169
"Apr 22, 2021",2357.87,2641.09,2315.96,2403.54,53575904724,277797467179
"Apr 21, 2021",2331.16,2467.2,2238.37,2364.75,38899067643,273282959377
"Apr 20, 2021",2161.94,2345.84,2060.14,2330.21,39433483315,269259968844
"Apr 19, 2021",2238.03,2276.78,2086.69,2166.19,34060654971,250277144257
"Apr 18, 2021",2346.45,2365.46,2011.77,2237.14,50696368718,258444691650
"Apr 17, 2021",2429.98,2497.39,2333.68,2344.89,32349808978,270861474697
"Apr 16, 2021",2516.6,2547.56,2318.68,2431.95,36196928256,280884355082
"Apr 15, 2021",2436.03,2544.27,2409.92,2519.12,32325606817,290918491377
"Apr 14, 2021",2299.35,2449.69,2284.56,2435.11,35592822986,281183637540
"Apr 13, 2021",2139.36,2318.42,2138.56,2299.19,29456642939,265458239569
"Apr 12, 2021",2157.36,2199.72,2110.37,2139.35,21727936609,246975320276
"Apr 11, 2021",2136.16,2165.19,2119.87,2157.66,19692836132,249059103192
"Apr 10, 2021",2071.11,2197,2062.79,2135.94,24986243611,246523420885
"Apr 09, 2021",2088.77,2102.87,2055.16,2072.11,19812472092,239127946688
"Apr 08, 2021",1969.13,2091.52,1959.08,2088.57,25312956529,241000078758
"Apr 07, 2021",2117.73,2133.19,1945.44,1971.08,36116271935,227414944867
"Apr 06, 2021",2109.49,2151.22,2057.61,2118.38,29222865881,244382061190
"Apr 05, 2021",2093.26,2140.99,2032.39,2107.89,28889391170,243143128760
"Apr 04, 2021",2027.67,2110.35,2007.11,2093.12,26006501902,241411837678
"Apr 03, 2021",2142.9,2144.96,2028.42,2028.42,32011518871,233921770622
"Apr 02, 2021",1976.93,2152.45,1960.68,2143.23,34862511022,247132282844
"Apr 01, 2021",1919.16,1989.06,1912.18,1977.28,30914259795,227970125751
"Mar 31, 2021",1846.1,1947.84,1793,1918.36,30226902621,221151811159
"Mar 30, 2021",1819.47,1860.97,1793.92,1846.03,22512781703,212788788571
"Mar 29, 2021",1691.26,1837.19,1683.72,1819.68,22796570548,209726738382
"Mar 28, 2021",1716.41,1728.58,1672.66,1691.36,16599472938,194913443083
"Mar 27, 2021",1703.04,1732.82,1674.32,1716.49,18102277710,197787142643
"Mar 26, 2021",1595.21,1702.92,1594.74,1702.84,22548516548,196191139867
"Mar 25, 2021",1593.12,1625.91,1560.37,1595.36,29650328701,183786054252
"Mar 24, 2021",1678,1740.43,1570.79,1593.41,31228051473,183540070277
"Mar 23, 2021",1690.87,1725.11,1662.54,1678.65,21998237965,193335618291
"Mar 22, 2021",1788.36,1811.97,1674.3,1691.33,23599296129,194773638866
"Mar 21, 2021",1812.61,1823.35,1764.14,1788.22,22977404620,205906557856
"Mar 20, 2021",1817.52,1874.71,1811.73,1812.63,22677674970,208693780293
"Mar 19, 2021",1782.57,1841.2,1746.47,1817.62,21249297710,209243467429
"Mar 18, 2021",1823.16,1848.65,1705.72,1782.86,23263845504,205216840694
"Mar 17, 2021",1807.06,1839.82,1749.18,1823.45,24512917348,209864815743
"Mar 16, 2021",1792.41,1817.06,1720.05,1806.97,23828509590,207943962562
"Mar 15, 2021",1854.09,1889.2,1749.61,1791.7,26244738810,206162475256
"Mar 14, 2021",1923.86,1930.78,1845.12,1854.56,19344589211,213370626930
"Mar 13, 2021",1772.17,1937.65,1733.64,1924.69,25014689475,221411849363
"Mar 12, 2021",1826.55,1839.5,1728.98,1772.1,22435821312,203835039480
"Mar 11, 2021",1798.03,1843.82,1734.62,1826.19,24013132909,210032453964
"Mar 10, 2021",1868.49,1873.8,1766.49,1799.17,25154173185,206899711010
"Mar 09, 2021",1835.15,1868.05,1804.27,1868.05,23461244507,214795762868
"Mar 08, 2021",1724.23,1835.19,1670.94,1834.73,27630991158,210939589076
"Mar 07, 2021",1655.39,1730.92,1636.56,1723.15,23809935410,198088541070
"Mar 06, 2021",1532.37,1669.11,1519.14,1654.74,22746262366,190201808027
"Mar 05, 2021",1541.54,1547.88,1450.89,1533.27,21067146937,176219185802
"Mar 04, 2021",1574.62,1622.95,1511.1,1541.91,22906118718,177191062441
"Mar 03, 2021",1491.45,1650.36,1481.91,1575.85,22674780680,181069778316
"Mar 02, 2021",1564.06,1597.61,1461.33,1492.61,22523669722,171484736319
"Mar 01, 2021",1417.15,1567.69,1416.42,1564.71,24032838645,179746905786
"Feb 28, 2021",1459.86,1468.39,1300.47,1416.05,27637026080,162650415374
"Feb 27, 2021",1446.93,1524.93,1433.79,1459.97,20742103233,167675937684
"Feb 26, 2021",1478.65,1559.03,1407.98,1446.03,31435997881,166055498546
"Feb 25, 2021",1625.39,1670.22,1465.06,1475.7,24481681873,169442679395
"Feb 24, 2021",1571.48,1710.98,1511.02,1626.58,31329000537,186743952486
"Feb 23, 2021",1781.41,1781.41,1378.84,1570.2,52029864713,180251030148
"Feb 22, 2021",1935.56,1936.45,1580.63,1781.99,42409646036,204538978050
"Feb 21, 2021",1918.67,1974.26,1890.37,1935.6,23626547717,222144116574
"Feb 20, 2021",1959.9,2036.29,1830.53,1919.53,34696091102,220274162486
"Feb 19, 2021",1938.86,1969.55,1896.68,1960.16,26268814253,224910293534
"Feb 18, 2021",1848.21,1949.9,1848.21,1937.45,28255902969,222277377811
"Feb 17, 2021",1781.35,1853.67,1736.71,1848.46,35955412703,212042961268
"Feb 16, 2021",1778.95,1824.52,1729.64,1781.07,34269369268,204288110917
"Feb 15, 2021",1804.68,1833.83,1683.91,1779.79,38955610883,204117703894
"Feb 14, 2021",1814.37,1848.15,1789.91,1805.08,31439114900,206994111570
"Feb 13, 2021",1843.99,1871.6,1770.61,1814.11,35359490535,208004282358
"Feb 12, 2021",1783.49,1861.36,1744.17,1843.53,37905036865,211353402278
"Feb 11, 2021",1743.71,1806.54,1708.68,1783.8,36021495262,204480686291
"Feb 10, 2021",1768.04,1826.7,1686.54,1744.24,41916084617,199922942888
"Feb 09, 2021",1746.93,1815.96,1711.62,1768.04,44180727529,202625894959
"Feb 08, 2021",1613.64,1770.59,1571.58,1746.62,48012285956,200147673571
"Feb 07, 2021",1677.61,1690.04,1501.75,1614.23,39889440151,184955254625
"Feb 06, 2021",1717.8,1738.31,1649.07,1677.85,39873420648,192221649234
"Feb 05, 2021",1594.79,1756.51,1594.79,1718.65,40108628454,196873128687
"Feb 04, 2021",1661.17,1689.19,1561.85,1594.76,44396871836,182660183410
"Feb 03, 2021",1514.77,1660.91,1510.01,1660.91,41874566399,190213812447
"Feb 02, 2021",1369.51,1542.99,1362.77,1515.19,45437142801,173505318779
"Feb 01, 2021",1314.86,1373.85,1274.36,1369.04,29210670920,156750867717
"Jan 31, 2021",1376.82,1378.92,1288.5,1314.99,25198853581,150543956657
"Jan 30, 2021",1382.23,1402.4,1328.53,1376.12,30616574234,157523498333
"Jan 29, 2021",1369.09,1428.98,1292.24,1382.52,53611955259,158238360146
"Jan 28, 2021",1251.28,1356.29,1226.17,1332.49,34637234789,152494242714
"Jan 27, 2021",1358.33,1368.07,1215.31,1253.19,39394416990,143401382573
"Jan 26, 2021",1323.74,1376.09,1253.34,1357.06,41572917750,155269118237
"Jan 25, 2021",1390.64,1467.78,1304.97,1324.41,43565777745,151516304275
"Jan 24, 2021",1231.21,1395.11,1225.27,1391.61,36418163554,159184556292
"Jan 23, 2021",1235.27,1272.15,1200.89,1230.99,27253895441,140794949838
"Jan 22, 2021",1118.89,1271.69,1046.6,1236.51,43918338506,141409699225
"Jan 21, 2021",1382.68,1382.68,1098.48,1121.57,45932464754,128249677791
"Jan 20, 2021",1375.25,1405.74,1243.3,1382.27,46784030909,158042129137
"Jan 19, 2021",1257.43,1432.3,1254.52,1377.3,47195935190,157454089945
"Jan 18, 2021",1230.31,1259.45,1187.31,1257.28,25817455560,143716601983
"Jan 17, 2021",1233.45,1265.64,1174.39,1230.17,29258032819,140601384430
"Jan 16, 2021",1171.44,1290.05,1157.62,1233.54,32319240157,140969419372
"Jan 15, 2021",1221.88,1250.51,1090.72,1171.83,35972039310,133902070141
"Jan 14, 2021",1130.23,1244.16,1093.06,1218.45,33410915929,139212433452
"Jan 13, 2021",1043.74,1134.34,994.55,1130.74,30109792795,129175741557
"Jan 12, 2021",1088.53,1149.24,1012.76,1043.43,37494601692,119187795980
"Jan 11, 2021",1261.62,1261.62,924.92,1090.15,60733630300,124508608482
"Jan 10, 2021",1280.87,1347.93,1194.72,1262.25,40616938053,144147690009
"Jan 09, 2021",1223.74,1303.87,1182.27,1281.08,33233105361,146280792179
"Jan 08, 2021",1225.97,1273.83,1076.08,1224.2,44334826666,139769385933
"Jan 07, 2021",1208.08,1282.58,1167.44,1225.68,40468027280,139921813992
"Jan 06, 2021",1101,1209.43,1064.23,1207.11,44699914188,137786204517
"Jan 05, 2021",1041.5,1129.37,986.81,1100.01,41535932781,125545618320
"Jan 04, 2021",977.06,1153.19,912.31,1040.23,56945985763,118709509272
"Jan 03, 2021",774.51,1006.57,771.56,975.51,45200463368,111309985611
"Jan 02, 2021",730.4,786.8,718.11,774.53,19740771179,88367612520
"Jan 01, 2021",737.71,749.2,719.79,730.37,13652004358,83318539689
"Dec 31, 2020",751.63,754.3,726.51,737.8,13926846861,84156810765
"Dec 30, 2020",731.47,754.3,720.99,751.62,17294574210,85722581849
"Dec 29, 2020",730.36,737.95,692.15,731.52,18710683199,83420334909
"Dec 28, 2020",683.21,745.88,683.21,730.4,24222565862,83282601745
"Dec 27, 2020",635.89,711.39,628.33,682.64,26093552821,77828069141
"Dec 26, 2020",626.5,650.72,617.4,635.84,14761125202,72483025275
"Dec 25, 2020",611.55,633.06,605.42,626.41,13520927700,71400061460
"Dec 24, 2020",584.14,613.82,568.6,611.61,14317413703,69704465560
"Dec 23, 2020",634.82,637.12,560.36,583.71,15261413038,66517758494
"Dec 22, 2020",609.42,635.08,589.55,634.85,14745890080,72336758960
"Dec 21, 2020",638.32,646.85,600.84,609.82,14419493621,69475834115
"Dec 20, 2020",659.19,659.92,625.01,638.29,13375855442,72711065645
"Dec 19, 2020",654.62,668.77,646.62,659.3,12830893778,75095087629
"Dec 18, 2020",642.92,662.7,632.36,654.81,15756303983,74575304995
"Dec 17, 2020",636.15,673.83,628.75,642.87,25479532147,73206412681
"Dec 16, 2020",589.38,636.64,582.04,636.18,15817248373,72436347872
"Dec 15, 2020",586.02,596.25,580.63,589.36,9326645840,67096668322
"Dec 14, 2020",589.78,590.49,577.12,586.01,8125837102,66708003325
"Dec 13, 2020",568.61,593.78,564.57,589.66,9070377862,67115726662
"Dec 12, 2020",545.58,573.34,545.25,568.57,8534557897,64706942226
"Dec 11, 2020",559.68,560.38,537.81,545.8,11098819124,62108208317
"Dec 10, 2020",573.5,574.6,549.78,559.68,11672582040,63680254165
"Dec 09, 2020",554.79,577.29,533,573.48,15855915840,65242758700
"Dec 08, 2020",591.9,594.75,552.47,554.83,14398919320,63113292237
"Dec 07, 2020",601.8,602.92,585.43,591.84,10720480962,67315962016
"Dec 06, 2020",596.57,606.79,584.41,601.91,11290893016,68452719868
"Dec 05, 2020",569.35,596.6,563.11,596.6,13498010566,67840334209
"Dec 04, 2020",616.72,618.98,569.28,569.35,16337589997,64734997135
"Dec 03, 2020",598.46,622.45,588.35,616.71,16146190946,70110808538
"Dec 02, 2020",587.26,604.02,578.74,598.35,16883292129,68015797685
"Dec 01, 2020",615.07,635.16,571.75,587.32,27178964465,66754367842
"Nov 30, 2020",575.76,615.24,571.54,614.84,20276867833,69873714778
"Nov 29, 2020",538.26,576.6,531.99,575.76,15017517758,65424084296
"Nov 28, 2020",517.6,548.04,508.13,538.23,14770243833,61152393529
"Nov 27, 2020",519.11,530.78,497.24,517.49,16831105703,58789344389
"Nov 26, 2020",570.51,575.64,485.5,518.8,31104004592,58930920929
"Nov 25, 2020",603.9,605.09,559.67,570.69,20088492893,64816875593
"Nov 24, 2020",608.52,621.17,593.84,603.9,23281758100,68580780139
"Nov 23, 2020",558.06,609.99,551.27,608.45,27272302872,69089845802
"Nov 22, 2020",549.49,579.37,514.52,558.07,21967049601,63361036975
"Nov 21, 2020",509.74,550.23,504.24,549.49,20757099184,62379287099
"Nov 20, 2020",471.63,513.61,471.63,509.74,18629943296,57860686204
"Nov 19, 2020",479.48,480.12,465.7,471.63,12473929218,53528035617
"Nov 18, 2020",480.35,492,465.83,479.48,17880199224,54412825617
"Nov 17, 2020",464.41,482.23,460.78,480.36,14593057877,54505786216
"Nov 16, 2020",447.56,463.83,445.5,459.94,11441239444,52182517297
"Nov 15, 2020",460.15,460.99,440.25,447.56,10308617165,50771836456
"Nov 14, 2020",474.63,475.16,452.99,460.15,10312037942,52193800907
"Nov 13, 2020",461.01,475.22,457.3,474.63,13191505725,53829432990
"Nov 12, 2020",462.96,467.68,452.07,461.01,12877327234,52278353038
"Nov 11, 2020",449.68,473.58,449.52,462.96,14075403511,52493805532
"Nov 10, 2020",444.17,453.76,439.6,449.68,12090381666,50981825542
"Nov 09, 2020",453.57,457.35,435.16,444.16,13704320630,50350406402
"Nov 08, 2020",435.72,457.78,433.15,453.55,11292383601,51408911250
"Nov 07, 2020",454.72,465.68,428.46,435.71,18873289788,49380744878
"Nov 06, 2020",414.07,456.2,412.98,454.72,16738305610,51528636308
"Nov 05, 2020",402.14,417.53,397.25,414.07,15440711038,46916321971
"Nov 04, 2020",387.6,407.67,377.83,402.14,15126077675,45559668259
"Nov 03, 2020",383.16,389.52,371.31,387.6,12588494762,43907159817
"Nov 02, 2020",396.36,403.24,381.02,383.16,13997574252,43398380101
"Nov 01, 2020",386.59,397.12,385.17,396.36,10475146018,44888307221
"Oct 31, 2020",382.82,393.01,381.3,386.59,11276963426,43776829150
"Oct 30, 2020",386.73,391.46,375.09,382.82,13688056970,43344676043
"Oct 29, 2020",388.65,393.23,381.29,386.73,12920477749,43782246356
"Oct 28, 2020",404,408.96,381.15,388.65,15276441134,43994384280
"Oct 27, 2020",393.89,409.77,390.61,404,13940434102,45726046137
"Oct 26, 2020",406.22,411.28,383.78,393.89,15155684229,44576504574
"Oct 25, 2020",412.46,417.16,405.35,406.22,10890207469,45966378925
"Oct 24, 2020",409.77,416.6,407.85,412.46,12201739194,46666915712
"Oct 23, 2020",414.05,418.96,403.08,409.77,14256222052,46356841440
"Oct 22, 2020",391.49,420.14,391.28,413.77,15772846485,46795599921
"Oct 21, 2020",369.06,400.63,368.73,392.19,20241324322,44354670582
"Oct 20, 2020",379.72,380.76,367.6,369.14,13741586582,41745418861
"Oct 19, 2020",378.47,383.32,373.7,379.94,12811242092,42961460206
"Oct 18, 2020",368.73,378.6,368.13,378.21,11047103109,42761561164
"Oct 17, 2020",366.02,369.77,364.49,368.86,10951115359,41698592886
"Oct 16, 2020",377.87,380.02,362.6,366.23,14670784817,41396681083
"Oct 15, 2020",379.19,381.21,371.35,377.44,14964182545,42659015495
"Oct 14, 2020",381.97,387.3,374.18,379.48,13918846567,42884585295
"Oct 13, 2020",387.14,387.38,375.58,381.19,14226744838,43072303018
"Oct 12, 2020",374.8,395.12,366.64,387.73,15867455424,43805601681
"Oct 11, 2020",370.93,377.25,369.83,375.14,12584512533,42376475415
"Oct 10, 2020",365.4,378.27,365.35,370.97,13618484324,41899893524
"Oct 09, 2020",351.11,368.31,348.21,365.59,13043501763,41287658660
"Oct 08, 2020",342.04,352.21,335.65,350.77,13461017711,39608808457
"Oct 07, 2020",340.94,342.45,334.55,341.81,11929918060,38592810957
"Oct 06, 2020",353.96,354.99,338,340.82,12830796112,38476195645
"Oct 05, 2020",352.74,355.21,349.68,353.96,11809507622,39954971652
"Oct 04, 2020",346.6,354.05,345.13,352.58,10696959020,39794771396
"Oct 03, 2020",346.22,351.31,344.67,346.52,10060167889,39106512854
"Oct 02, 2020",352.95,354.12,336.47,346.24,14215390463,39069960290
"Oct 01, 2020",360.31,369.26,346.48,353.21,14679481911,39851388059
"Sep 30, 2020",360.04,361.18,353.33,359.94,11818610610,40606130498
"Sep 29, 2020",354.36,360.35,352.15,359.76,11600013236,40581050364
"Sep 28, 2020",357.93,366.43,354.55,355.16,14258455166,40057637361
"Sep 27, 2020",354.96,361.98,349.83,357.44,13598126926,40309981004
"Sep 26, 2020",352.35,355.85,348.11,355.49,13049148579,40085290850
"Sep 25, 2020",349.41,357.77,339.02,352.18,14381086966,39707914546
"Sep 24, 2020",320.99,351.46,318.55,349.36,15714304470,39384347822
"Sep 23, 2020",344.59,344.67,318.97,321.12,12899346599,36196531454
"Sep 22, 2020",341.72,346.6,336.86,344.5,12732578043,38830213878
"Sep 21, 2020",371.4,375.74,336.07,341.79,17398267133,38519366615
"Sep 20, 2020",385.6,385.6,367.09,371.05,12292195784,41812641074
